"","ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","gene_length"
"2293","ENSG00000103544","C16orf62","16",19566562,19718115,151553
"2294","ENSG00000103549","RNF40","16",30773066,30787628,14562
"2295","ENSG00000103550","KNOP1","16",19714902,19729557,14655
"2296","ENSG00000103591","AAGAB","15",67493371,67547533,54162
"2297","ENSG00000103599","IQCH","15",67547138,67794598,247460
"2298","ENSG00000103642","LACTB","15",63413999,63434260,20261
"2299","ENSG00000103647","CORO2B","15",68871308,69020145,148837
"2300","ENSG00000103653","CSK","15",75074398,75095539,21141
"2301","ENSG00000103657","HERC1","15",63900817,64126141,225324
"2302","ENSG00000103671","TRIP4","15",64679947,64747502,67555
"2303","ENSG00000103707","MTFMT","15",65294845,65321977,27132
"2304","ENSG00000103723","AP3B2","15",83328033,83378666,50633
"2305","ENSG00000103740","ACSBG1","15",78459810,78538030,78220
"2306","ENSG00000103742","IGDCC4","15",65673802,65715410,41608
"2307","ENSG00000103769","RAB11A","15",66018392,66184329,165937
"2308","ENSG00000103811","CTSH","15",79213400,79241916,28516
"2309","ENSG00000103852","TTC23","15",99676528,99791428,114900
"2310","ENSG00000103855","CD276","15",73976307,74006859,30552
"2311","ENSG00000103876","FAH","15",80444832,80479288,34456
"2312","ENSG00000103888","KIAA1199","15",81071684,81244117,172433
"2313","ENSG00000103932","RPAP1","15",41809374,41836467,27093
"2314","ENSG00000103942","HOMER2","15",83509838,83654661,144823
"2315","ENSG00000103966","EHD4","15",42190950,42264776,73826
"2316","ENSG00000103978","TMEM87A","15",42502730,42565861,63131
"2317","ENSG00000103994","ZNF106","15",42705021,42783321,78300
"2318","ENSG00000103995","CEP152","15",49005125,49103343,98218
"2319","ENSG00000104047","DTWD1","15",49913177,49937333,24156
"2320","ENSG00000104059","FAM189A1","15",29412457,29862927,450470
"2321","ENSG00000104064","GABPB1","15",50569389,50647605,78216
"2322","ENSG00000104067","TJP1","15",29991571,30261068,269497
"2323","ENSG00000104081","BMF","15",40380091,40401093,21002
"2324","ENSG00000104093","DMXL2","15",51739908,51915030,175122
"2325","ENSG00000104112","SCG3","15",51973550,52013223,39673
"2326","ENSG00000104129","DNAJC17","15",41060067,41099675,39608
"2327","ENSG00000104131","EIF3J","15",44829255,44855227,25972
"2328","ENSG00000104133","SPG11","15",44854894,44955876,100982
"2329","ENSG00000104142","VPS18","15",41186628,41196173,9545
"2330","ENSG00000104147","OIP5","15",41601466,41624819,23353
"2331","ENSG00000104154","SLC30A4","15",45771809,45815005,43196
"2332","ENSG00000104164","BLOC1S6","15",45879321,45908197,28876
"2333","ENSG00000104177","MYEF2","15",48431625,48470714,39089
"2334","ENSG00000104205","SGK3","8",67624653,67774257,149604
"2335","ENSG00000104218","CSPP1","8",67974661,68108498,133837
"2336","ENSG00000104219","ZDHHC2","8",17013538,17082308,68770
"2337","ENSG00000104221","BRF2","8",37700786,37707422,6636
"2338","ENSG00000104228","TRIM35","8",27142404,27168836,26432
"2339","ENSG00000104231","ZFAND1","8",82613569,82645138,31569
"2340","ENSG00000104267","CA2","8",86376081,86393722,17641
"2341","ENSG00000104290","FZD3","8",28351729,28431775,80046
"2342","ENSG00000104299","INTS9","8",28625178,28747759,122581
"2343","ENSG00000104312","RIPK2","8",90769975,90803291,33316
"2344","ENSG00000104313","EYA1","8",72109668,72274467,164799
"2345","ENSG00000104320","NBN","8",90945564,91015456,69892
"2346","ENSG00000104324","CPQ","8",97657455,98161882,504427
"2347","ENSG00000104325","DECR1","8",91013633,91064320,50687
"2348","ENSG00000104327","CALB1","8",91070836,91107703,36867
"2349","ENSG00000104331","IMPAD1","8",57870492,57906403,35911
"2350","ENSG00000104332","SFRP1","8",41119481,41167016,47535
"2351","ENSG00000104341","LAPTM4B","8",98787285,98865241,77956
"2352","ENSG00000104343","UBE2W","8",74692332,74791145,98813
"2353","ENSG00000104356","POP1","8",99129525,99172062,42537
"2354","ENSG00000104361","NIPAL2","8",99202061,99306621,104560
"2355","ENSG00000104365","IKBKB","8",42128820,42189973,61153
"2356","ENSG00000104368","PLAT","8",42032236,42065242,33006
"2357","ENSG00000104369","JPH1","8",75146935,75233563,86628
"2358","ENSG00000104375","STK3","8",99413631,99955055,541424
"2359","ENSG00000104381","GDAP1","8",75233365,75401107,167742
"2360","ENSG00000104388","RAB2A","8",61429416,61536186,106770
"2361","ENSG00000104408","EIF3E","8",109213445,109447562,234117
"2362","ENSG00000104412","EMC2","8",109455830,109499145,43315
"2363","ENSG00000104419","NDRG1","8",134249414,134314265,64851
"2364","ENSG00000104427","ZC2HC1A","8",79578282,79632000,53718
"2365","ENSG00000104435","STMN2","8",80523049,80578410,55361
"2366","ENSG00000104442","ARMC1","8",66514694,66546442,31748
"2367","ENSG00000104447","TRPS1","8",116420724,116821899,401175
"2368","ENSG00000104450","SPAG1","8",101170134,101271506,101372
"2369","ENSG00000104472","CHRAC1","8",141521397,141527236,5839
"2370","ENSG00000104490","NCALD","8",102698771,103137135,438364
"2371","ENSG00000104497","SNX16","8",82711816,82755101,43285
"2372","ENSG00000104517","UBR5","8",103265240,103425069,159829
"2373","ENSG00000104518","GSDMD","8",144635377,144645232,9855
"2374","ENSG00000104522","TSTA3","8",144694788,144700218,5430
"2375","ENSG00000104524","PYCRL","8",144686083,144691943,5860
"2376","ENSG00000104529","EEF1D","8",144661867,144681711,19844
"2377","ENSG00000104549","SQLE","8",126010739,126034525,23786
"2378","ENSG00000104611","SH2D4A","8",19171128,19253729,82601
"2379","ENSG00000104613","INTS10","8",19674651,19709594,34943
"2380","ENSG00000104626","ERI1","8",8859657,8974256,114599
"2381","ENSG00000104635","SLC39A14","8",22224762,22291642,66880
"2382","ENSG00000104643","MTMR9","8",11141925,11185646,43721
"2383","ENSG00000104660","LEPROTL1","8",29952914,30034724,81810
"2384","ENSG00000104671","DCTN6","8",30013813,30041156,27343
"2385","ENSG00000104679","R3HCC1","8",23127633,23153792,26159
"2386","ENSG00000104687","GSR","8",30535583,30585443,49860
"2387","ENSG00000104689","TNFRSF10A","8",23047965,23082639,34674
"2388","ENSG00000104691","UBXN8","8",30589764,30624522,34758
"2389","ENSG00000104695","PPP2CB","8",30631973,30671830,39857
"2390","ENSG00000104714","ERICH1","8",564746,688106,123360
"2391","ENSG00000104722","NEFM","8",24770525,24776607,6082
"2392","ENSG00000104723","TUSC3","8",15274724,15624158,349434
"2393","ENSG00000104725","NEFL","8",24808468,24814624,6156
"2394","ENSG00000104728","ARHGEF10","8",1772142,1906807,134665
"2395","ENSG00000104731","KLHDC4","16",87730091,87799598,69507
"2396","ENSG00000104738","MCM4","8",48872745,48890720,17975
"2397","ENSG00000104756","KCTD9","8",25285366,25315992,30626
"2398","ENSG00000104763","ASAH1","8",17913934,17942494,28560
"2399","ENSG00000104765","BNIP3L","8",26240414,26363152,122738
"2400","ENSG00000104774","MAN2B1","19",12757325,12777556,20231
"2401","ENSG00000104805","NUCB1","19",49403307,49426629,23322
"2402","ENSG00000104812","GYS1","19",49471382,49496567,25185
"2403","ENSG00000104823","ECH1","19",39306062,39322645,16583
"2404","ENSG00000104824","HNRNPL","19",39327028,39342987,15959
"2405","ENSG00000104825","NFKBIB","19",39390340,39399533,9193
"2406","ENSG00000104835","SARS2","19",39405906,39440495,34589
"2407","ENSG00000104852","SNRNP70","19",49588676,49611862,23186
"2408","ENSG00000104853","CLPTM1","19",45457842,45496599,38757
"2409","ENSG00000104856","RELB","19",45504688,45541452,36764
"2410","ENSG00000104859","CLASRP","19",45542298,45574214,31916
"2411","ENSG00000104863","LIN7B","19",49617581,49621717,4136
"2412","ENSG00000104866","PPP1R37","19",45594654,45651335,56681
"2413","ENSG00000104870","FCGRT","19",50010073,50029590,19517
"2414","ENSG00000104872","PIH1D1","19",49949555,49956754,7199
"2415","ENSG00000104880","ARHGEF18","19",7459999,7537363,77364
"2416","ENSG00000104881","PPP1R13L","19",45882892,45909607,26715
"2417","ENSG00000104883","PEX11G","19",7541761,7562335,20574
"2418","ENSG00000104884","ERCC2","19",45853095,45874176,21081
"2419","ENSG00000104885","DOT1L","19",2164148,2232577,68429
"2420","ENSG00000104886","PLEKHJ1","19",2230002,2237703,7701
"2421","ENSG00000104889","RNASEH2A","19",12917394,12924452,7058
"2422","ENSG00000104897","SF3A2","19",2236520,2248678,12158
"2423","ENSG00000104899","AMH","19",2249308,2252072,2764
"2424","ENSG00000104901","DKKL1","19",49865040,49878373,13333
"2425","ENSG00000104904","OAZ1","19",2269485,2273487,4002
"2426","ENSG00000104907","TRMT1","19",13215716,13228381,12665
"2427","ENSG00000104915","STX10","19",13254872,13261197,6325
"2428","ENSG00000104936","DMPK","19",46272975,46285810,12835
"2429","ENSG00000104946","TBC1D17","19",50380682,50392005,11323
"2430","ENSG00000104957","CCDC130","19",13842574,13874110,31536
"2431","ENSG00000104960","PTOV1","19",50353992,50364001,10009
"2432","ENSG00000104964","AES","19",3052908,3063105,10197
"2433","ENSG00000104967","NOVA2","19",46436992,46476804,39812
"2434","ENSG00000104969","SGTA","19",2754712,2783369,28657
"2435","ENSG00000104973","MED25","19",50321539,50342073,20534
"2436","ENSG00000104976","SNAPC2","19",7985201,7988135,2934
"2437","ENSG00000104979","C19orf53","19",13884982,13889276,4294
"2438","ENSG00000104980","TIMM44","19",7991603,8008805,17202
"2439","ENSG00000104983","CCDC61","19",46498339,46524576,26237
"2440","ENSG00000104998","IL27RA","19",14142560,14163743,21183
"2441","ENSG00000105011","ASF1B","19",14230321,14247768,17447
"2442","ENSG00000105053","VRK3","19",50479724,50529203,49479
"2443","ENSG00000105058","FAM32A","19",16296191,16302857,6666
"2444","ENSG00000105063","PPP6R1","19",55741148,55770363,29215
"2445","ENSG00000105072","C19orf44","19",16607122,16632163,25041
"2446","ENSG00000105085","MED26","19",16685718,16739873,54155
"2447","ENSG00000105088","OLFM2","19",9964394,10047228,82834
"2448","ENSG00000105127","AKAP8","19",15464196,15490609,26413
"2449","ENSG00000105135","ILVBL","19",15225795,15236596,10801
"2450","ENSG00000105136","ZNF419","19",57999079,58006048,6969
"2451","ENSG00000105137","SYDE1","19",15218214,15225799,7585
"2452","ENSG00000105171","POP4","19",30094924,30108144,13220
"2453","ENSG00000105173","CCNE1","19",30302805,30315215,12410
"2454","ENSG00000105176","URI1","19",30414551,30506611,92060
"2455","ENSG00000105185","PDCD5","19",33071974,33078358,6384
"2456","ENSG00000105186","ANKRD27","19",33087913,33167503,79590
"2457","ENSG00000105193","RPS16","19",39923847,39926588,2741
"2458","ENSG00000105197","TIMM50","19",39971052,39984422,13370
"2459","ENSG00000105202","FBL","19",40325098,40337054,11956
"2460","ENSG00000105204","DYRK1B","19",40315990,40324841,8851
"2461","ENSG00000105220","GPI","19",34850385,34893061,42676
"2462","ENSG00000105221","AKT2","19",40736224,40791443,55219
"2463","ENSG00000105223","PLD3","19",40854363,40886346,31983
"2464","ENSG00000105227","PRX","19",40899675,40919273,19598
"2465","ENSG00000105229","PIAS4","19",4007644,4039384,31740
"2466","ENSG00000105245","NUMBL","19",41172596,41196877,24281
"2467","ENSG00000105248","CCDC94","19",4247076,4269087,22011
"2468","ENSG00000105251","SHD","19",4278598,4290721,12123
"2469","ENSG00000105254","TBCB","19",36605191,36616849,11658
"2470","ENSG00000105255","FSD1","19",4304597,4323840,19243
"2471","ENSG00000105258","POLR2I","19",36604612,36606248,1636
"2472","ENSG00000105270","CLIP3","19",36505562,36524245,18683
"2473","ENSG00000105278","ZFR2","19",3804022,3869030,65008
"2474","ENSG00000105281","SLC1A5","19",47278140,47291851,13711
"2475","ENSG00000105287","PRKD2","19",47177532,47220384,42852
"2476","ENSG00000105290","APLP1","19",36358801,36370693,11892
"2477","ENSG00000105298","CACTIN","19",3610639,3626813,16174
"2478","ENSG00000105321","CCDC9","19",47759237,47775210,15973
"2479","ENSG00000105323","HNRNPUL1","19",41768401,41813503,45102
"2480","ENSG00000105325","FZR1","19",3506271,3538328,32057
"2481","ENSG00000105327","BBC3","19",47724081,47736023,11942
"2482","ENSG00000105329","TGFB1","19",41807492,41859816,52324
"2483","ENSG00000105339","DENND3","8",142127377,142205907,78530
"2484","ENSG00000105341","ATP5SL","19",41937223,41946622,9399
"2485","ENSG00000105355","PLIN3","19",4838353,4867780,29427
"2486","ENSG00000105364","MRPL4","19",10362577,10370721,8144
"2487","ENSG00000105372","RPS19","19",42363988,42376994,13006
"2488","ENSG00000105373","GLTSCR2","19",48248779,48260315,11536
"2489","ENSG00000105379","ETFB","19",51848423,51869672,21249
"2490","ENSG00000105393","BABAM1","19",17378159,17392058,13899
"2491","ENSG00000105397","TYK2","19",10461209,10491352,30143
"2492","ENSG00000105401","CDC37","19",10501810,10530797,28987
"2493","ENSG00000105402","NAPA","19",47990894,48018497,27603
"2494","ENSG00000105404","RABAC1","19",42460833,42463542,2709
"2495","ENSG00000105409","ATP1A3","19",42470734,42501649,30915
"2496","ENSG00000105419","MEIS3","19",47906381,47922780,16399
"2497","ENSG00000105426","PTPRS","19",5158506,5340814,182308
"2498","ENSG00000105429","MEGF8","19",42829761,42882921,53160
"2499","ENSG00000105438","KDELR1","19",48885827,48894810,8983
"2500","ENSG00000105443","CYTH2","19",48972289,48985571,13282
"2501","ENSG00000105447","GRWD1","19",48949030,48960279,11249
"2502","ENSG00000105483","CARD8","19",48684027,48759203,75176
"2503","ENSG00000105486","LIG1","19",48618702,48673860,55158
"2504","ENSG00000105497","ZNF175","19",52074551,52092991,18440
"2505","ENSG00000105514","RAB3D","19",11432722,11456946,24224
"2506","ENSG00000105516","DBP","19",49133287,49140695,7408
"2507","ENSG00000105518","TMEM205","19",11453452,11457194,3742
"2508","ENSG00000105519","CAPS","19",5911718,5915888,4170
"2509","ENSG00000105520","","19",11466062,11476374,10312
"2510","ENSG00000105552","BCAT2","19",49298319,49314286,15967
"2511","ENSG00000105556","MIER2","19",305575,344798,39223
"2512","ENSG00000105559","PLEKHA4","19",49340354,49371889,31535
"2513","ENSG00000105568","PPP2R1A","19",52693292,52730687,37395
"2514","ENSG00000105576","TNPO2","19",12810008,12834825,24817
"2515","ENSG00000105583","WDR83OS","19",12778885,12782170,3285
"2516","ENSG00000105605","CACNG7","19",54412589,54447195,34606
"2517","ENSG00000105607","GCDH","19",13001840,13025021,23181
"2518","ENSG00000105612","DNASE2","19",12986025,12992282,6257
"2519","ENSG00000105613","MAST1","19",12944765,12985765,41000
"2520","ENSG00000105617","LENG1","19",54658899,54663620,4721
"2521","ENSG00000105618","PRPF31","19",54618837,54635140,16303
"2522","ENSG00000105619","TFPT","19",54610320,54619055,8735
"2523","ENSG00000105639","JAK3","19",17935589,17958880,23291
"2524","ENSG00000105640","RPL18A","19",17970685,17974962,4277
"2525","ENSG00000105642","KCNN1","19",18062102,18110889,48787
"2526","ENSG00000105649","RAB3A","19",18307594,18314884,7290
"2527","ENSG00000105655","ISYNA1","19",18545198,18549111,3913
"2528","ENSG00000105656","ELL","19",18553473,18632937,79464
"2529","ENSG00000105662","CRTC1","19",18794487,18893004,98517
"2530","ENSG00000105663","KMT2B","19",36208921,36229779,20858
"2531","ENSG00000105669","COPE","19",19010323,19030206,19883
"2532","ENSG00000105671","DDX49","19",19030484,19039436,8952
"2533","ENSG00000105676","ARMC6","19",19144384,19170563,26179
"2534","ENSG00000105677","TMEM147","19",36036497,36038428,1931
"2535","ENSG00000105698","USF2","19",35759881,35770724,10843
"2536","ENSG00000105700","KXD1","19",18668572,18680197,11625
"2537","ENSG00000105701","FKBP8","19",18642561,18654887,12326
"2538","ENSG00000105705","SUGP1","19",19386827,19431653,44826
"2539","ENSG00000105708","ZNF14","19",19821280,19843906,22626
"2540","ENSG00000105717","PBX4","19",19672522,19729725,57203
"2541","ENSG00000105722","ERF","19",42751724,42759309,7585
"2542","ENSG00000105723","GSK3A","19",42734338,42746777,12439
"2543","ENSG00000105726","ATP13A1","19",19756007,19774502,18495
"2544","ENSG00000105732","ZNF574","19",42572629,42585701,13072
"2545","ENSG00000105737","GRIK5","19",42502473,42573650,71177
"2546","ENSG00000105738","SIPA1L3","19",38397868,38699012,301144
"2547","ENSG00000105750","ZNF85","19",21106028,21133503,27475
"2548","ENSG00000105755","ETHE1","19",44010871,44031396,20525
"2549","ENSG00000105767","CADM4","19",44126520,44143991,17471
"2550","ENSG00000105771","SMG9","19",44235301,44259142,23841
"2551","ENSG00000105778","AVL9","7",32535038,33078516,543478
"2552","ENSG00000105784","RUNDC3B","7",87256864,87461611,204747
"2553","ENSG00000105792","C7orf63","7",89874488,89940377,65889
"2554","ENSG00000105793","GTPBP10","7",89964537,90020769,56232
"2555","ENSG00000105808","RASA4","7",102220093,102257204,37111
"2556","ENSG00000105810","CDK6","7",92234235,92465908,231673
"2557","ENSG00000105819","PMPCB","7",102937869,102969958,32089
"2558","ENSG00000105821","DNAJC2","7",102952921,102985320,32399
"2559","ENSG00000105825","TFPI2","7",93514709,93520303,5594
"2560","ENSG00000105829","BET1","7",93592074,93633694,41620
"2561","ENSG00000105835","NAMPT","7",105888731,105926772,38041
"2562","ENSG00000105849","TWISTNB","7",19735085,19748710,13625
"2563","ENSG00000105854","PON2","7",95034175,95064510,30335
"2564","ENSG00000105855","ITGB8","7",20370325,20455377,85052
"2565","ENSG00000105856","HBP1","7",106809406,106842974,33568
"2566","ENSG00000105865","DUS4L","7",107203929,107218906,14977
"2567","ENSG00000105866","SP4","7",21467652,21554440,86788
"2568","ENSG00000105875","WDR91","7",134868590,134896316,27726
"2569","ENSG00000105879","CBLL1","7",107384142,107402112,17970
"2570","ENSG00000105887","MTPN","7",135611509,135662101,50592
"2571","ENSG00000105889","STEAP1B","7",22459063,22672544,213481
"2572","ENSG00000105894","PTN","7",136912088,137028611,116523
"2573","ENSG00000105926","MPP6","7",24612887,24733812,120925
"2574","ENSG00000105928","DFNA5","7",24737972,24809244,71272
"2575","ENSG00000105939","ZC3HAV1","7",138728266,138794465,66199
"2576","ENSG00000105948","TTC26","7",138818490,138876732,58242
"2577","ENSG00000105953","OGDH","7",44646171,44748665,102494
"2578","ENSG00000105967","TFEC","7",115575202,115799950,224748
"2579","ENSG00000105968","H2AFV","7",44866390,44887682,21292
